Area,Date,Unadjusted CPI Index
"Los Angeles-Riverside-Orange County, CA",4/1/15,243.569
"New York-Northern N.J.-Long Island, NY-NJ-CT-PA",4/1/15,259.959
"Boston-Brockton-Nashua, MA-NH-ME-CT",4/1/15,
"Cleveland-Akron, OH",4/1/15,
"Dallas-Fort Worth, TX",4/1/15,
"Washington-Baltimore, DC-MD-VA-WV(6)",4/1/15,
"Atlanta, GA",4/1/15,219.567
"Detroit-Ann Arbor-Flint, MI",4/1/15,219.005
"Houston-Galveston-Brazoria, TX",4/1/15,212.439
"Miami-Fort Lauderdale, FL",4/1/15,245.195
"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD",4/1/15,243.717
"San Francisco-Oakland-San Jose, CA",4/1/15,257.622
"Seattle-Tacoma-Bremerton, WA",4/1/15,247.611
U.S. city average,5/1/15,237.805
Region and area size(2),5/1/15,
Northeast urban,5/1/15,252.77
"Size A - More than 1,500,000",5/1/15,255.534
"Size B/C - 50,000 to 1,500,000(3)",5/1/15,149.237
Midwest urban,5/1/15,224.732
"Size A - More than 1,500,000",5/1/15,225.022
"Size B/C - 50,000 to 1,500,000(3)",5/1/15,144.577
"Size D -  Nonmetropolitan  (less than 50,000)",5/1/15,221.748
South urban,5/1/15,230.886
"Size A - More than 1,500,000",5/1/15,232.903
"Size B/C - 50,000 to 1,500,000(3)",5/1/15,146.482
"Size D -  Nonmetropolitan  (less than 50,000)",5/1/15,236.888
West urban,5/1/15,244.227
"Size A - More than 1,500,000",5/1/15,249.766
"Size B/C - 50,000 to 1,500,000(3)",5/1/15,145.346
Size classes,5/1/15,
A(4),5/1/15,217.646
B/C(3),5/1/15,146.236
D,5/1/15,233.025
Selected local areas(5),5/1/15,
"Chicago-Gary-Kenosha, IL-IN-WI",5/1/15,228.494
"Los Angeles-Riverside-Orange County, CA",5/1/15,246.093
"New York-Northern N.J.-Long Island, NY-NJ-CT-PA",5/1/15,261.066
"Boston-Brockton-Nashua, MA-NH-ME-CT",5/1/15,256.839
"Cleveland-Akron, OH",5/1/15,221.277
"Dallas-Fort Worth, TX",5/1/15,218.484
"Washington-Baltimore, DC-MD-VA-WV(6)",5/1/15,155.88
"Atlanta, GA",5/1/15,
"Detroit-Ann Arbor-Flint, MI",5/1/15,
"Houston-Galveston-Brazoria, TX",5/1/15,
"Miami-Fort Lauderdale, FL",5/1/15,
"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD",5/1/15,
"San Francisco-Oakland-San Jose, CA",5/1/15,
"Seattle-Tacoma-Bremerton, WA",5/1/15,
U.S. city average,6/1/15,238.638
Region and area size(2),6/1/15,
Northeast urban,6/1/15,253.626
"Size A - More than 1,500,000",6/1/15,256.161
"Size B/C - 50,000 to 1,500,000(3)",6/1/15,150.122
Midwest urban,6/1/15,225.946
"Size A - More than 1,500,000",6/1/15,226.105
"Size B/C - 50,000 to 1,500,000(3)",6/1/15,145.613
"Size D -  Nonmetropolitan  (less than 50,000)",6/1/15,222.372
South urban,6/1/15,232.026
"Size A - More than 1,500,000",6/1/15,234.202
"Size B/C - 50,000 to 1,500,000(3)",6/1/15,147.126
"Size D -  Nonmetropolitan  (less than 50,000)",6/1/15,238.123
West urban,6/1/15,244.332
"Size A - More than 1,500,000",6/1/15,249.885
"Size B/C - 50,000 to 1,500,000(3)",6/1/15,145.198
Size classes,6/1/15,
A(4),6/1/15,218.302
B/C(3),6/1/15,146.837
D,6/1/15,234.055
Selected local areas(5),6/1/15,
"Chicago-Gary-Kenosha, IL-IN-WI",6/1/15,228.837
"Los Angeles-Riverside-Orange County, CA",6/1/15,245.459
"New York-Northern N.J.-Long Island, NY-NJ-CT-PA",6/1/15,261.512
"Boston-Brockton-Nashua, MA-NH-ME-CT",6/1/15,
"Cleveland-Akron, OH",6/1/15,
"Dallas-Fort Worth, TX",6/1/15,
"Washington-Baltimore, DC-MD-VA-WV(6)",6/1/15,
"Atlanta, GA",6/1/15,225.152
"Detroit-Ann Arbor-Flint, MI",6/1/15,219.034
"Houston-Galveston-Brazoria, TX",6/1/15,213.896
"Miami-Fort Lauderdale, FL",6/1/15,246.245
"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD",6/1/15,245.675
"San Francisco-Oakland-San Jose, CA",6/1/15,259.117
"Seattle-Tacoma-Bremerton, WA",6/1/15,251.622
U.S. city average,7/1/15,238.654
Region and area size(2),7/1/15,
Northeast urban,7/1/15,253.405
"Size A - More than 1,500,000",7/1/15,255.926
"Size B/C - 50,000 to 1,500,000(3)",7/1/15,150.008
Midwest urban,7/1/15,225.853
"Size A - More than 1,500,000",7/1/15,226.097
"Size B/C - 50,000 to 1,500,000(3)",7/1/15,145.355
"Size D -  Nonmetropolitan  (less than 50,000)",7/1/15,222.828
South urban,7/1/15,231.719
"Size A - More than 1,500,000",7/1/15,233.682
"Size B/C - 50,000 to 1,500,000(3)",7/1/15,147.095
"Size D -  Nonmetropolitan  (less than 50,000)",7/1/15,237.207
West urban,7/1/15,245.04
"Size A - More than 1,500,000",7/1/15,251.114
"Size B/C - 50,000 to 1,500,000(3)",7/1/15,144.917
Size classes,7/1/15,
A(4),7/1/15,218.465
B/C(3),7/1/15,146.704
D,7/1/15,233.943
Selected local areas(5),7/1/15,
Northeast urban,11/1/16,256.541
"Chicago-Gary-Kenosha, IL-IN-WI",7/1/15,228.588
"Los Angeles-Riverside-Orange County, CA",7/1/15,247.066
"New York-Northern N.J.-Long Island, NY-NJ-CT-PA",7/1/15,261.199
"Boston-Brockton-Nashua, MA-NH-ME-CT",7/1/15,256.999
"Cleveland-Akron, OH",7/1/15,223.368
"Dallas-Fort Worth, TX",7/1/15,218.676
"Washington-Baltimore, DC-MD-VA-WV(6)",7/1/15,155.546
"Atlanta, GA",7/1/15,
"Detroit-Ann Arbor-Flint, MI",7/1/15,
"Houston-Galveston-Brazoria, TX",7/1/15,
"Miami-Fort Lauderdale, FL",7/1/15,
"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD",7/1/15,
"San Francisco-Oakland-San Jose, CA",7/1/15,
"Seattle-Tacoma-Bremerton, WA",7/1/15,
U.S. city average,8/1/15,238.316
Region and area size(2),8/1/15,
Northeast urban,8/1/15,252.903
"Size A - More than 1,500,000",8/1/15,255.629
"Size B/C - 50,000 to 1,500,000(3)",8/1/15,149.38
Midwest urban,8/1/15,225.83
"Size A - More than 1,500,000",8/1/15,226.278
"Size B/C - 50,000 to 1,500,000(3)",8/1/15,145.099
"Size D -  Nonmetropolitan  (less than 50,000)",8/1/15,222.932
South urban,8/1/15,231.26
"Size A - More than 1,500,000",8/1/15,233.513
"Size B/C - 50,000 to 1,500,000(3)",8/1/15,146.695
"Size D -  Nonmetropolitan  (less than 50,000)",8/1/15,236.395
West urban,8/1/15,244.737
"Size A - More than 1,500,000",8/1/15,250.699
"Size B/C - 50,000 to 1,500,000(3)",8/1/15,144.752
Size classes,8/1/15,
A(4),8/1/15,218.282
B/C(3),8/1/15,146.341
D,8/1/15,233.793
Selected local areas(5),8/1/15,
"Chicago-Gary-Kenosha, IL-IN-WI",8/1/15,229.527
"Los Angeles-Riverside-Orange County, CA",8/1/15,246.328
"New York-Northern N.J.-Long Island, NY-NJ-CT-PA",8/1/15,261.347
"Boston-Brockton-Nashua, MA-NH-ME-CT",8/1/15,
"Cleveland-Akron, OH",8/1/15,
"Dallas-Fort Worth, TX",8/1/15,
"Washington-Baltimore, DC-MD-VA-WV(6)",8/1/15,
"Atlanta, GA",8/1/15,225.027
"Detroit-Ann Arbor-Flint, MI",8/1/15,220.249
"Houston-Galveston-Brazoria, TX",8/1/15,214.652
"Miami-Fort Lauderdale, FL",8/1/15,246.348
"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD",8/1/15,244.519
"San Francisco-Oakland-San Jose, CA",8/1/15,259.917
"Seattle-Tacoma-Bremerton, WA",8/1/15,251.617
U.S. city average,9/1/15,237.945
Region and area size(2),9/1/15,
Northeast urban,9/1/15,252.922
"Size A - More than 1,500,000",9/1/15,255.916
"Size B/C - 50,000 to 1,500,000(3)",9/1/15,148.967
Midwest urban,9/1/15,225.184
"Size A - More than 1,500,000",9/1/15,225.534
"Size B/C - 50,000 to 1,500,000(3)",9/1/15,144.807
"Size D -  Nonmetropolitan  (less than 50,000)",9/1/15,222.183
South urban,9/1/15,230.913
"Size A - More than 1,500,000",9/1/15,233.48
"Size B/C - 50,000 to 1,500,000(3)",9/1/15,146.361
"Size D -  Nonmetropolitan  (less than 50,000)",9/1/15,235.628
West urban,9/1/15,244.257
"Size A - More than 1,500,000",9/1/15,250.076
"Size B/C - 50,000 to 1,500,000(3)",9/1/15,144.507
Size classes,9/1/15,
A(4),9/1/15,218.036
B/C(3),9/1/15,146.02
D,9/1/15,233.367
Selected local areas(5),9/1/15,
"Chicago-Gary-Kenosha, IL-IN-WI",9/1/15,228.826
"Los Angeles-Riverside-Orange County, CA",9/1/15,245.431
"New York-Northern N.J.-Long Island, NY-NJ-CT-PA",9/1/15,261.887
"Boston-Brockton-Nashua, MA-NH-ME-CT",9/1/15,256.643
"Cleveland-Akron, OH",9/1/15,220.304
"Dallas-Fort Worth, TX",9/1/15,217.507
"Washington-Baltimore, DC-MD-VA-WV(6)",9/1/15,156.278
"Atlanta, GA",9/1/15,
"Detroit-Ann Arbor-Flint, MI",9/1/15,
"Houston-Galveston-Brazoria, TX",9/1/15,
"Miami-Fort Lauderdale, FL",9/1/15,
"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD",9/1/15,
"San Francisco-Oakland-San Jose, CA",9/1/15,
"Seattle-Tacoma-Bremerton, WA",9/1/15,
U.S. city average,10/1/15,237.838
Region and area size(2),10/1/15,
Northeast urban,10/1/15,252.504
"Size A - More than 1,500,000",10/1/15,255.589
"Size B/C - 50,000 to 1,500,000(3)",10/1/15,148.569
Midwest urban,10/1/15,225.05
"Size A - More than 1,500,000",10/1/15,225.319
"Size B/C - 50,000 to 1,500,000(3)",10/1/15,144.739
"Size D -  Nonmetropolitan  (less than 50,000)",10/1/15,222.397
South urban,10/1/15,230.86
"Size A - More than 1,500,000",10/1/15,233.348
"Size B/C - 50,000 to 1,500,000(3)",10/1/15,146.314
"Size D -  Nonmetropolitan  (less than 50,000)",10/1/15,236.089
West urban,10/1/15,244.341
"Size A - More than 1,500,000",10/1/15,250.362
"Size B/C - 50,000 to 1,500,000(3)",10/1/15,144.379
Size classes,10/1/15,
A(4),10/1/15,217.97
B/C(3),10/1/15,145.899
D,10/1/15,233.45
Selected local areas(5),10/1/15,
"Chicago-Gary-Kenosha, IL-IN-WI",10/1/15,228.6
"Los Angeles-Riverside-Orange County, CA",10/1/15,245.812
"New York-Northern N.J.-Long Island, NY-NJ-CT-PA",10/1/15,261.515
"Boston-Brockton-Nashua, MA-NH-ME-CT",10/1/15,
"Cleveland-Akron, OH",10/1/15,
"Dallas-Fort Worth, TX",10/1/15,
"Washington-Baltimore, DC-MD-VA-WV(6)",10/1/15,
"Atlanta, GA",10/1/15,222.282
"Detroit-Ann Arbor-Flint, MI",10/1/15,220.506
"Houston-Galveston-Brazoria, TX",10/1/15,214.569
"Miami-Fort Lauderdale, FL",10/1/15,246.789
"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD",10/1/15,243.697
"San Francisco-Oakland-San Jose, CA",10/1/15,261.019
"Seattle-Tacoma-Bremerton, WA",10/1/15,250.831
U.S. city average,11/1/15,237.336
Region and area size(2),11/1/15,
Northeast urban,11/1/15,252.573
"Size A - More than 1,500,000",11/1/15,255.722
"Size B/C - 50,000 to 1,500,000(3)",11/1/15,148.509
Midwest urban,11/1/15,224.009
"Size A - More than 1,500,000",11/1/15,224.476
"Size B/C - 50,000 to 1,500,000(3)",11/1/15,143.892
"Size D -  Nonmetropolitan  (less than 50,000)",11/1/15,221.204
South urban,11/1/15,230.422
"Size A - More than 1,500,000",11/1/15,232.934
"Size B/C - 50,000 to 1,500,000(3)",11/1/15,145.974
"Size D -  Nonmetropolitan  (less than 50,000)",11/1/15,236.105
West urban,11/1/15,243.749
"Size A - More than 1,500,000",11/1/15,249.961
"Size B/C - 50,000 to 1,500,000(3)",11/1/15,143.595
Size classes,11/1/15,
A(4),11/1/15,217.647
B/C(3),11/1/15,145.424
D,11/1/15,233.122
Selected local areas(5),11/1/15,
"Chicago-Gary-Kenosha, IL-IN-WI",11/1/15,227.641
"Los Angeles-Riverside-Orange County, CA",11/1/15,245.711
"New York-Northern N.J.-Long Island, NY-NJ-CT-PA",11/1/15,261.009
"Boston-Brockton-Nashua, MA-NH-ME-CT",11/1/15,258.407
"Cleveland-Akron, OH",11/1/15,219.126
"Dallas-Fort Worth, TX",11/1/15,217.104
"Washington-Baltimore, DC-MD-VA-WV(6)",11/1/15,155.82
"Atlanta, GA",11/1/15,
"Detroit-Ann Arbor-Flint, MI",11/1/15,
"Houston-Galveston-Brazoria, TX",11/1/15,
"Miami-Fort Lauderdale, FL",11/1/15,
"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD",11/1/15,
"San Francisco-Oakland-San Jose, CA",11/1/15,
"Seattle-Tacoma-Bremerton, WA",11/1/15,
U.S. city average,12/1/15,236.525
Region and area size(2),12/1/15,
Northeast urban,12/1/15,251.67
"Size A - More than 1,500,000",12/1/15,254.67
"Size B/C - 50,000 to 1,500,000(3)",12/1/15,148.196
Midwest urban,12/1/15,222.722
"Size A - More than 1,500,000",12/1/15,223.237
"Size B/C - 50,000 to 1,500,000(3)",12/1/15,143.095
"Size D -  Nonmetropolitan  (less than 50,000)",12/1/15,219.511
South urban,12/1/15,229.581
"Size A - More than 1,500,000",12/1/15,232.29
"Size B/C - 50,000 to 1,500,000(3)",12/1/15,145.378
"Size D -  Nonmetropolitan  (less than 50,000)",12/1/15,234.875
West urban,12/1/15,243.434
"Size A - More than 1,500,000",12/1/15,249.655
"Size B/C - 50,000 to 1,500,000(3)",12/1/15,143.398
Size classes,12/1/15,
A(4),12/1/15,216.956
B/C(3),12/1/15,144.911
D,12/1/15,231.991
Selected local areas(5),12/1/15,
"Chicago-Gary-Kenosha, IL-IN-WI",12/1/15,226.271
"Los Angeles-Riverside-Orange County, CA",12/1/15,245.357
"New York-Northern N.J.-Long Island, NY-NJ-CT-PA",12/1/15,259.941
"Boston-Brockton-Nashua, MA-NH-ME-CT",12/1/15,
"Cleveland-Akron, OH",12/1/15,
"Dallas-Fort Worth, TX",12/1/15,
"Washington-Baltimore, DC-MD-VA-WV(6)",12/1/15,
"Atlanta, GA",12/1/15,221.015
"Detroit-Ann Arbor-Flint, MI",12/1/15,217.764
"Houston-Galveston-Brazoria, TX",12/1/15,212.936
"Miami-Fort Lauderdale, FL",12/1/15,246.597
"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD",12/1/15,242.356
"San Francisco-Oakland-San Jose, CA",12/1/15,260.289
"Seattle-Tacoma-Bremerton, WA",12/1/15,250.385
U.S. city average,1/1/16,236.916
Region and area size(2),1/1/16,
Northeast urban,1/1/16,251.739
"Size A - More than 1,500,000",1/1/16,254.723
"Size B/C - 50,000 to 1,500,000(3)",1/1/16,148.264
Midwest urban,1/1/16,223.301
"Size A - More than 1,500,000",1/1/16,224.074
"Size B/C - 50,000 to 1,500,000(3)",1/1/16,143.219
"Size D -  Nonmetropolitan  (less than 50,000)",1/1/16,220.001
South urban,1/1/16,229.469
"Size A - More than 1,500,000",1/1/16,232.442
"Size B/C - 50,000 to 1,500,000(3)",1/1/16,145.209
"Size D -  Nonmetropolitan  (less than 50,000)",1/1/16,234.474
West urban,1/1/16,244.6
"Size A - More than 1,500,000",1/1/16,250.984
"Size B/C - 50,000 to 1,500,000(3)",1/1/16,143.932
Size classes,1/1/16,
A(4),1/1/16,217.51
B/C(3),1/1/16,144.961
D,1/1/16,232.223
Selected local areas(5),1/1/16,
"Chicago-Gary-Kenosha, IL-IN-WI",1/1/16,227.977
"Los Angeles-Riverside-Orange County, CA",1/1/16,247.155
"New York-Northern N.J.-Long Island, NY-NJ-CT-PA",1/1/16,260.342
"Boston-Brockton-Nashua, MA-NH-ME-CT",1/1/16,257.215
"Cleveland-Akron, OH",1/1/16,218.845
"Dallas-Fort Worth, TX",1/1/16,217.164
Selected local areas,6/1/18,
"Washington-Baltimore, DC-MD-VA-WV(6)",1/1/16,155.519
"Atlanta, GA",1/1/16,
"Detroit-Ann Arbor-Flint, MI",1/1/16,
"Houston-Galveston-Brazoria, TX",1/1/16,
"Miami-Fort Lauderdale, FL",1/1/16,
"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD",1/1/16,
"San Francisco-Oakland-San Jose, CA",1/1/16,
"Seattle-Tacoma-Bremerton, WA",1/1/16,
U.S. city average,2/1/16,237.111
Region and area size(2),2/1/16,
Northeast urban,2/1/16,252.25
"Size A - More than 1,500,000",2/1/16,255.301
"Size B/C - 50,000 to 1,500,000(3)",2/1/16,148.466
Midwest urban,2/1/16,223.196
"Size A - More than 1,500,000",2/1/16,223.726
"Size B/C - 50,000 to 1,500,000(3)",2/1/16,143.334
"Size D -  Nonmetropolitan  (less than 50,000)",2/1/16,220.259
South urban,2/1/16,229.646
"Size A - More than 1,500,000",2/1/16,232.826
"Size B/C - 50,000 to 1,500,000(3)",2/1/16,145.279
"Size D -  Nonmetropolitan  (less than 50,000)",2/1/16,234.098
West urban,2/1/16,244.821
"Size A - More than 1,500,000",2/1/16,251.196
"Size B/C - 50,000 to 1,500,000(3)",2/1/16,144.128
Size classes,2/1/16,
A(4),2/1/16,217.716
B/C(3),2/1/16,145.083
D,2/1/16,232.147
Selected local areas(5),2/1/16,
"Chicago-Gary-Kenosha, IL-IN-WI",2/1/16,227.438
"Los Angeles-Riverside-Orange County, CA",2/1/16,247.113
"New York-Northern N.J.-Long Island, NY-NJ-CT-PA",2/1/16,260.875
"Boston-Brockton-Nashua, MA-NH-ME-CT",2/1/16,
"Cleveland-Akron, OH",2/1/16,
"Dallas-Fort Worth, TX",2/1/16,
"Washington-Baltimore, DC-MD-VA-WV(6)",2/1/16,
"Atlanta, GA",2/1/16,221.658
"Detroit-Ann Arbor-Flint, MI",2/1/16,218.36
"Houston-Galveston-Brazoria, TX",2/1/16,214.505
"Miami-Fort Lauderdale, FL",2/1/16,247.126
"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD",2/1/16,243.132
"San Francisco-Oakland-San Jose, CA",2/1/16,262.6
"Seattle-Tacoma-Bremerton, WA",2/1/16,250.942
U.S. city average,{year}-03-01,238.132
Region and area size(2),{year}-03-01,
Northeast urban,{year}-03-01,252.854
"Size A - More than 1,500,000",{year}-03-01,255.905
"Size B/C - 50,000 to 1,500,000(3)",{year}-03-01,148.834
Midwest urban,{year}-03-01,224.621
"Size A - More than 1,500,000",{year}-03-01,224.768
"Size B/C - 50,000 to 1,500,000(3)",{year}-03-01,144.41
"Size D -  Nonmetropolitan  (less than 50,000)",{year}-03-01,222.932
South urban,{year}-03-01,230.977
"Size A - More than 1,500,000",{year}-03-01,233.897
"Size B/C - 50,000 to 1,500,000(3)",{year}-03-01,146.263
"Size D -  Nonmetropolitan  (less than 50,000)",{year}-03-01,235.37
West urban,{year}-03-01,245.404
"Size A - More than 1,500,000",{year}-03-01,251.941
"Size B/C - 50,000 to 1,500,000(3)",{year}-03-01,144.264
Size classes,{year}-03-01,
A(4),{year}-03-01,218.48
B/C(3),{year}-03-01,145.838
D,{year}-03-01,233.617
Selected local areas(5),{year}-03-01,
"Chicago-Gary-Kenosha, IL-IN-WI",{year}-03-01,227.778
"Los Angeles-Riverside-Orange County, CA",{year}-03-01,247.873
"New York-Northern N.J.-Long Island, NY-NJ-CT-PA",{year}-03-01,261.508
"Boston-Brockton-Nashua, MA-NH-ME-CT",{year}-03-01,258.587
"Cleveland-Akron, OH",{year}-03-01,219.97
"Dallas-Fort Worth, TX",{year}-03-01,218.877
"Washington-Baltimore, DC-MD-VA-WV(6)",{year}-03-01,156.493
"Atlanta, GA",{year}-03-01,
"Detroit-Ann Arbor-Flint, MI",{year}-03-01,
"Houston-Galveston-Brazoria, TX",{year}-03-01,
"Miami-Fort Lauderdale, FL",{year}-03-01,
"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD",{year}-03-01,
"San Francisco-Oakland-San Jose, CA",{year}-03-01,
"Seattle-Tacoma-Bremerton, WA",{year}-03-01,
U.S. city average,4/1/16,239.261
Region and area size(2),4/1/16,
Northeast urban,4/1/16,254.27
"Size A - More than 1,500,000",4/1/16,257.322
"Size B/C - 50,000 to 1,500,000(3)",4/1/16,149.693
Midwest urban,4/1/16,225.609
"Size A - More than 1,500,000",4/1/16,225.918
"Size B/C - 50,000 to 1,500,000(3)",4/1/16,144.973
"Size D -  Nonmetropolitan  (less than 50,000)",4/1/16,223.418
South urban,4/1/16,231.975
"Size A - More than 1,500,000",4/1/16,234.864
"Size B/C - 50,000 to 1,500,000(3)",4/1/16,146.907
"Size D -  Nonmetropolitan  (less than 50,000)",4/1/16,236.476
West urban,4/1/16,246.589
"Size A - More than 1,500,000",4/1/16,253.011
"Size B/C - 50,000 to 1,500,000(3)",4/1/16,145.128
Size classes,4/1/16,
A(4),4/1/16,219.516
B/C(3),4/1/16,146.538
D,4/1/16,234.644
Selected local areas(5),4/1/16,
"Chicago-Gary-Kenosha, IL-IN-WI",4/1/16,229.197
"Los Angeles-Riverside-Orange County, CA",4/1/16,248.368
"New York-Northern N.J.-Long Island, NY-NJ-CT-PA",4/1/16,262.619
"Boston-Brockton-Nashua, MA-NH-ME-CT",4/1/16,
"Cleveland-Akron, OH",4/1/16,
"Dallas-Fort Worth, TX",4/1/16,
"Washington-Baltimore, DC-MD-VA-WV(6)",4/1/16,
"Atlanta, GA",4/1/16,223.82
"Detroit-Ann Arbor-Flint, MI",4/1/16,221.412
"Houston-Galveston-Brazoria, TX",4/1/16,215.513
"Miami-Fort Lauderdale, FL",4/1/16,248.741
"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD",4/1/16,245.3
"San Francisco-Oakland-San Jose, CA",4/1/16,264.565
"Seattle-Tacoma-Bremerton, WA",4/1/16,253.815
U.S. city average,5/1/16,240.229
Region and area size(2),5/1/16,
Northeast urban,5/1/16,255.023
"Size A - More than 1,500,000",5/1/16,258.006
"Size B/C - 50,000 to 1,500,000(3)",5/1/16,150.261
Midwest urban,5/1/16,226.476
"Size A - More than 1,500,000",5/1/16,226.85
"Size B/C - 50,000 to 1,500,000(3)",5/1/16,145.494
"Size D -  Nonmetropolitan  (less than 50,000)",5/1/16,224.11
South urban,5/1/16,232.906
"Size A - More than 1,500,000",5/1/16,235.767
"Size B/C - 50,000 to 1,500,000(3)",5/1/16,147.507
"Size D -  Nonmetropolitan  (less than 50,000)",5/1/16,237.524
West urban,5/1/16,247.855
"Size A - More than 1,500,000",5/1/16,254.231
"Size B/C - 50,000 to 1,500,000(3)",5/1/16,145.942
Size classes,5/1/16,
A(4),5/1/16,220.366
B/C(3),5/1/16,147.156
D,5/1/16,235.726
Selected local areas(5),5/1/16,
"Chicago-Gary-Kenosha, IL-IN-WI",5/1/16,229.247
"Los Angeles-Riverside-Orange County, CA",5/1/16,249.554
"New York-Northern N.J.-Long Island, NY-NJ-CT-PA",5/1/16,263.312
"Boston-Brockton-Nashua, MA-NH-ME-CT",5/1/16,260.809
"Cleveland-Akron, OH",5/1/16,221.926
"Dallas-Fort Worth, TX",5/1/16,220.717
"Washington-Baltimore, DC-MD-VA-WV(6)",5/1/16,157.77
"Atlanta, GA",5/1/16,
"Detroit-Ann Arbor-Flint, MI",5/1/16,
"Houston-Galveston-Brazoria, TX",5/1/16,
"Miami-Fort Lauderdale, FL",5/1/16,
"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD",5/1/16,
"San Francisco-Oakland-San Jose, CA",5/1/16,
"Seattle-Tacoma-Bremerton, WA",5/1/16,
U.S. city average,6/1/16,241.018
Region and area size(2),6/1/16,
Northeast urban,6/1/16,255.471
"Size A - More than 1,500,000",6/1/16,258.481
"Size B/C - 50,000 to 1,500,000(3)",6/1/16,150.491
Midwest urban,6/1/16,227.835
"Size A - More than 1,500,000",6/1/16,228.354
"Size B/C - 50,000 to 1,500,000(3)",6/1/16,146.349
"Size D -  Nonmetropolitan  (less than 50,000)",6/1/16,224.758
South urban,6/1/16,233.838
"Size A - More than 1,500,000",6/1/16,236.797
"Size B/C - 50,000 to 1,500,000(3)",6/1/16,148.037
"Size D -  Nonmetropolitan  (less than 50,000)",6/1/16,238.649
West urban,6/1/16,248.228
"Size A - More than 1,500,000",6/1/16,254.753
"Size B/C - 50,000 to 1,500,000(3)",6/1/16,145.866
Size classes,6/1/16,
A(4),6/1/16,221.119
B/C(3),6/1/16,147.594
D,6/1/16,236.607
Selected local areas(5),6/1/16,
"Chicago-Gary-Kenosha, IL-IN-WI",6/1/16,230.341
"Los Angeles-Riverside-Orange County, CA",6/1/16,249.789
"New York-Northern N.J.-Long Island, NY-NJ-CT-PA",6/1/16,263.877
"Boston-Brockton-Nashua, MA-NH-ME-CT",6/1/16,
"Cleveland-Akron, OH",6/1/16,
"Dallas-Fort Worth, TX",6/1/16,
"Washington-Baltimore, DC-MD-VA-WV(6)",6/1/16,
